"PaperTitle"	"Year"	"EstimatedCitation"	"Location"	"Longitude"	"Latitude"	"CitationCount"
"deletion of tetraspanin cd151 in mice spontaneously leads to pulmonary fibrosis with age due to impaired alveolar epithelial integrity"	2012	0	"San Francisco, California"	-122.429047	37.77986	0
"a case of nonspecific interstitial lung disease presenting as a military pattern"	2012	0	"San Francisco, California"	-122.429047	37.77986	0
"clinical and biochemical markers in non cystic fibrosis bronchiectasis analysis of a small cohort"	2011	0	"Denver, Colorado"	-104.989174	39.73715	0
"identification of molecular markers that indicate prognosis in lung cancer using minimally invasive endobronchial ultrasound fine needle aspiration of lymph nodes"	2010	0	"New Orleans, Louisiana"	-90.07775	29.9537	0
"unusual and fatal presentation of epithelioid angiosarcoma"	2012	1	"San Francisco, California"	-122.429047	37.77986	1
"wnt7b immunolocalization in human idiopathic pulmonary fibrosis ipf"	2012	0	"San Francisco, California"	-122.429047	37.77986	0
"airways obstruction in a smoker caused by tracheobronchial amyloidosis"	2012	0	"San Francisco, California"	-122.429047	37.77986	0
"eosinophilic pneumonia recurrence following inhalational exposure to concrete dust"	2010	0	"New Orleans, Louisiana"	-90.07775	29.9537	0
"circulating smooth muscle progenitor cells could migrate into airway wall and contribute to the increased airway smooth muscle in rat asthma model"	2012	0	"San Francisco, California"	-122.429047	37.77986	0
"metabolomic analysis of pulmonary tissue bal fluid and serum in experimental sepsis"	2011	0	"Denver, Colorado"	-104.989174	39.73715	0
"the profile study a prospective study of fibrosis in lung endpoints to discover and qualify biomarkers for use in clinical trials"	2012	1	"San Francisco, California"	-122.429047	37.77986	1
"wtc dust induces gm csf in serum of fdny rescue workers with accelerated decline of lung function and in cultured alveolar macrophages"	2011	3	"Denver, Colorado"	-104.989174	39.73715	3
"cathepsin s activity of pulmonary fibroblasts may contribute to the inflammatory lung reaction induced by silica particles"	2012	0	"San Francisco, California"	-122.429047	37.77986	0
"primary pulmonary synovial sarcoma in an adolescent male"	2011	0	"Denver, Colorado"	-104.989174	39.73715	0
"visceral leishmaniasis with endobronchial involvement in an immunocompetent adult"	2010	0	"New Orleans, Louisiana"	-90.07775	29.9537	0
"relationship of aquaporin 1 3 and 5 expression levels in non neoplastic and neoplastic lung tissue to cellular differntiation invasive growth and metastasis potential"	2010	0	"New Orleans, Louisiana"	-90.07775	29.9537	0
"mri guided optical spectroscopy of cancer in vivo"	2010	0	"Innsbruck, Austria"	11.3913	47.268	0
"does lung disease caused by mycobacterium avium complex increase the risk of pneumothorax from transbronchial biopsy"	2012	0	"San Francisco, California"	-122.429047	37.77986	0
"peripheral blood gene expression signatures discriminate chronic obstructive pulmonary disease patients susceptible to frequent exacerbations"	2012	0	"San Francisco, California"	-122.429047	37.77986	0
"increased airway wall vascularity does not correlate with lung function decline in a sheep model of chronic asthma"	2010	0	"New Orleans, Louisiana"	-90.07775	29.9537	0
"circulating invariant natural killer t inkt cell frequencies and subset distribution are associated with lung disease severity and clinical status in sarcoidosis"	2010	0	"New Orleans, Louisiana"	-90.07775	29.9537	0
"recurrence of pulmonary langerhans cell histiocytosis in a child after liver and lung transplant"	2011	0	"Denver, Colorado"	-104.989174	39.73715	0
"mucociliary differentiated tracheobronchial epithelial cells from copd patients maintain an exaggerated pro inflammatory phenotype in culture"	2009	0	"San Diego, California"	-117.1625	32.715	0
"severe pneumocystis jirovecii pneumonia presenting as unilateral parenchymal infiltrates in a non hiv patient with malignancy"	2012	0	"San Francisco, California"	-122.429047	37.77986	0
"increased expression of ccl21 and d6 in lung lymphatic vessels in patients with copd"	2011	0	"Denver, Colorado"	-104.989174	39.73715	0
"hypermethylation mediated silencing of p14arf in fibroblasts from patients with idiopathic pulmonary fibrosis ipf a putative role in fibroblasts resistance to apoptosis"	2009	0	"San Diego, California"	-117.1625	32.715	0
"founder effects in interstitial pulmonary fibrosis a population based analysis over four centuries"	2011	0	"Denver, Colorado"	-104.989174	39.73715	0
"oxidation of glutathione in the airways of young children with cystic fibrosis"	2011	0	"Denver, Colorado"	-104.989174	39.73715	0
"associations between clinical factors and indices of systemic inflammation to the presence of renal failure in copd patients"	2010	0	"New Orleans, Louisiana"	-90.07775	29.9537	0
"ct metrics of restriction and emphysema in smokers with preclinical interstitial lung disease"	2010	0	"New Orleans, Louisiana"	-90.07775	29.9537	0
"pulmonary 18f fluorodeoxyglucose uptake as an early marker of lung inflammation in experimental smoke inhalation"	2010	0	"New Orleans, Louisiana"	-90.07775	29.9537	0
"c reactive protein as an early marker of severe community acquired pneumonia resolution"	2009	0	"San Diego, California"	-117.1625	32.715	0
"lung perfusion scintigraphy in silicotic patients treated with intrabronchial instillation of bone marrow derived mononuclear cells"	2011	1	"Denver, Colorado"	-104.989174	39.73715	1
"neonatal hyperoxia increases sensitivity of adult mice to bleomycin induced lung fibrosis"	2012	0	"San Francisco, California"	-122.429047	37.77986	0
"mitochondrial dysfunction results in arrest of alveolarization in murine model of bronchopulmonary dysplasia bpd"	2009	0	"San Diego, California"	-117.1625	32.715	0
"brain derived neurotrophic factor prevents apoptosis in human pulmonary artery smooth muscle cells"	2012	0	"San Francisco, California"	-122.429047	37.77986	0
"altered lipid mediator bronchoalveolar lavage profiles in pigs after induction of lung injury"	2012	0	"San Francisco, California"	-122.429047	37.77986	0
"regulation of cox2 by mechanical stress in acute lung injury"	2010	0	"New Orleans, Louisiana"	-90.07775	29.9537	0
"the effects of doxycycline on growth factors and matix metalloproteinases productions in pulmonary fibrosis"	2010	0	"New Orleans, Louisiana"	-90.07775	29.9537	0
"diffuse large b cell lymphoma presenting as a primary pleural mass"	2010	0	"New Orleans, Louisiana"	-90.07775	29.9537	0
"therapeutic and prophylactic effects of bone marrow derived mononuclear cells on lung mechanics and histology in an experimental lung fibrosis"	2010	0	"New Orleans, Louisiana"	-90.07775	29.9537	0
"the diagnostic dilemma of primary ciliary dyskinesia findings and experience of the genetic disorders of mucociliary clearance consortium"	2011	2	"Denver, Colorado"	-104.989174	39.73715	2
"resident endothelial high proliferative potential cells for the restoration of the microvascular barrier after lung injury"	2012	0	"San Francisco, California"	-122.429047	37.77986	0
"the quantitative relationship between collagen deposition and lung structure in copd"	2010	0	"New Orleans, Louisiana"	-90.07775	29.9537	0
"early interstitial lung disease in smokers from the pluss study"	2009	0	"San Diego, California"	-117.1625	32.715	0
"an unusual presentation of mycobacterium kansasii the endobronchial mass"	2012	0	"San Francisco, California"	-122.429047	37.77986	0
"the her2 ligand neuregulin is detectable and elevated in edema fluid broncho alveolar lavage and plasma from patients with acute lung injury compared with controls"	2011	0	"Denver, Colorado"	-104.989174	39.73715	0
"localization of intrapulmonary lymph vessels in the mouse using precision cut lung slices and a cd90 antibody"	2009	0	"San Diego, California"	-117.1625	32.715	0
"tumour necrosis factor alpha bone morphogenetic protein 9 and cyclosporine affect expression of bone morphogenetic protein type 2 receptor in human pulmonary artery endothelial cells potential roles in the pathogenesis of pulmonary arterial hypertension"	2010	0	"New Orleans, Louisiana"	-90.07775	29.9537	0
"diagnosis of pulmonary mucosa associated lymphoid tissue malt lymphoma by transbronchial biopsy"	2010	0	"New Orleans, Louisiana"	-90.07775	29.9537	0
"superior retention of intravenously administered lung vs bone marrow derived mesenchymal progenitor cells in middle aged mice with advanced emphysema"	2010	0	"New Orleans, Louisiana"	-90.07775	29.9537	0
"an algorithm for diagnosis of familial pulmonary alveolar proteinosis pap"	2009	4	"San Diego, California"	-117.1625	32.715	4
"prenatal exposure to acute and chronic stressors on rat offsprings lung hyperresponsiveness functional and histological findings"	2012	0	"San Francisco, California"	-122.429047	37.77986	0
"pl 7 and pl 12 auto antibodies in patients presenting with interstitial lung disease ild"	2009	0	"San Diego, California"	-117.1625	32.715	0
"akt activation is not reduced in the diaphragm of emphysematous hamsters"	2009	2	"San Diego, California"	-117.1625	32.715	2
"dysregulated inflammatory and apoptotic responses to human rhinovirus in primary airway epithelial cells from young patients with cystic fibrosis"	2010	2	"New Orleans, Louisiana"	-90.07775	29.9537	2
"autotaxin is involved in pulmonary edema during acid induced acute lung injury"	2010	0	"New Orleans, Louisiana"	-90.07775	29.9537	0
"lymphocytic interstitial pneumonitis and interstitial nephritis in a patient with common variable immunodeficiency"	2011	0	"Denver, Colorado"	-104.989174	39.73715	0
"pulmonary manifestation of transthyretin amyloidosis in a patient with monoclonal gammapathy"	2010	0	"New Orleans, Louisiana"	-90.07775	29.9537	0
"assessing the relationship between standardized ct lung densitometry and airways disease"	2011	1	"Denver, Colorado"	-104.989174	39.73715	1
"severity of illness impacts biomarker outcomes in acclimated exercisers with copd"	2009	0	"San Diego, California"	-117.1625	32.715	0
"network analysis of transcriptional responses induced by systemic administration of bone marrow derived mesenchymal cells in polymicrobial sepsis"	2012	1	"San Francisco, California"	-122.429047	37.77986	1
"pulmonary plexiform like thrombotic microangiopathy associated with poorly differentiated pancreatic adenocarcinoma a case report"	2012	0	"San Francisco, California"	-122.429047	37.77986	0
"late onset noninfectious pulmonary complications after allogeneic stem cell transplantation"	2010	2	"New Orleans, Louisiana"	-90.07775	29.9537	2
"mechanical ventilation mv for 24 hours disrupts vegf signaling induces apoptosis and inhibits formation of alveoli and lung blood vessels in newborn mice"	2009	0	"San Diego, California"	-117.1625	32.715	0
"increased expression of tissue factor tf in different forms of idiopathic fibrotic lung disease"	2010	0	"New Orleans, Louisiana"	-90.07775	29.9537	0
"epithelial sensory hyperinnervation and increased vagally mediated airway resistance in a mouse model of eosinophilic asthma"	2012	0	"San Francisco, California"	-122.429047	37.77986	0
"adam 15 protects the lung from cigarette smoke induced lung inflammation and pulmonary emphysema in mice"	2011	1	"Denver, Colorado"	-104.989174	39.73715	1
"alterations in gene and microrna expression in the lung tissue of smokers with chronic obstructive pulmonary disease"	2010	0	"New Orleans, Louisiana"	-90.07775	29.9537	0
"clinical significance of pleural effusion mesothelin in malignant pleural mesothelioma"	2012	0	"San Francisco, California"	-122.429047	37.77986	0
"high correlation of double debye model parameters in skin cancer detection"	2014	7	"Chicago, IL, USA"	-87.63245	41.88425	7
"pulmonary arterial involvement leading to alveolar hemorrhage in lymphangioleiomyomatosis"	2010	0	"New Orleans, Louisiana"	-90.07775	29.9537	0
"serological and clinical evaluation of acute exacerbation of idiopathic interstitial pneumonias treated by direct hemoperfusion with polymyxin b immobilized fiber column"	2010	0	"New Orleans, Louisiana"	-90.07775	29.9537	0
"clinicopathological features of hard metal lung disease"	2010	0	"New Orleans, Louisiana"	-90.07775	29.9537	0
"effect of squamous epithelial cell contamination on the reproducibility of sputum differential counts"	2011	0	"Denver, Colorado"	-104.989174	39.73715	0
"epidemiology and bacteriology of adult non cf bronchiectasis"	2010	0	"New Orleans, Louisiana"	-90.07775	29.9537	0
"a novel device to preserve intestinal tissue ex vivo by cold peristaltic perfusion"	2014	2	"Chicago, IL, USA"	-87.63245	41.88425	2
"precision cut lung slices an in vitro model to study the role of tgf 1 and muscarinic receptors in airway remodeling"	2012	0	"San Francisco, California"	-122.429047	37.77986	0
"loss of stem cell factor expressing epithelial cells to the airway lumen a risk for severe and poorly controlled asthma"	2012	2	"San Francisco, California"	-122.429047	37.77986	2
"prevalence of autoantibodies to aminoacyl transferrna synthetases ars among patients who were diagnosed with idiopathic interstitial pneumonias iips"	2010	3	"New Orleans, Louisiana"	-90.07775	29.9537	3
"analysis of lung injury models by using human muc1 transgenic mice"	2012	0	"San Francisco, California"	-122.429047	37.77986	0
"usual interstitial pneumonia with granulomas and isolated giant cells clinicopathological features"	2012	0	"San Francisco, California"	-122.429047	37.77986	0
"non invasive assessment of pulmonary developmental deficiency in a model of transgenic mice using hyperpolarized gas diffusion mri"	2011	0	"Denver, Colorado"	-104.989174	39.73715	0
"development of a three dimensional quantification method for mast cells in human airway epithelium"	2009	0	"San Diego, California"	-117.1625	32.715	0
"autophagy serves as an adaptive stress response to offset the development of pulmonary arterial hypertension"	2009	0	"San Diego, California"	-117.1625	32.715	0
"elastic fiber density in large and small airways and parenchyma in lungs of non smokers smokers and copd patients"	2009	0	"San Diego, California"	-117.1625	32.715	0
"pulmonary hypertension in idiopathic interstitial pneumonia and connective tissue disease associated interstitial pneumonia"	2009	0	"San Diego, California"	-117.1625	32.715	0
"respiratory disease in children exposed to world trade center dust"	2012	0	"San Francisco, California"	-122.429047	37.77986	0
"wegener granulomatosis presenting with cystic cavitary lung lesions"	2010	0	"New Orleans, Louisiana"	-90.07775	29.9537	0
"effect of obstructive sleep apnea on macrophage infiltration in adipose tissue"	2011	0	"Denver, Colorado"	-104.989174	39.73715	0
"statins slows ambient particulate matter induced recruitment of the alveolar macrophages into the lung and systemic inflammation in rabbits"	2011	1	"Denver, Colorado"	-104.989174	39.73715	1
"secondary pulmonary syphilis in a hiv negative man with multiple pulmonary nodules"	2010	0	"New Orleans, Louisiana"	-90.07775	29.9537	0
"sepsis associated pulmonary endothelial glycocalyx degradation increases susceptibility to lung injury"	2010	0	"New Orleans, Louisiana"	-90.07775	29.9537	0
"an electronic nose discriminates between the exhaled breath of patients with pleural malignant mesothelioma and healthy controls"	2009	3	"San Diego, California"	-117.1625	32.715	3
"atopic status impacts vd3 and its regulation in the sinus mucosa of patients with sinusitis"	2012	0	"San Francisco, California"	-122.429047	37.77986	0
"effects of bone marrow adipose and lung tissue derived mesenchymal stem cells on lung inflammation and remodeling in experimental acute lung injury"	2012	0	"San Francisco, California"	-122.429047	37.77986	0
"lung clearance index detects early lung disease in asymptomatic infants with cystic fibrosis"	2011	0	"Denver, Colorado"	-104.989174	39.73715	0
"new eosinophils recruited to the lungs of sensitized guinea pigs after ozone exposure persist in the airway tissues"	2012	0	"San Francisco, California"	-122.429047	37.77986	0
"atypical alveolar lipoproteinosis an idiopathic pathological syndrome reflecting abnormal intraalveolar macrophage disruption"	2009	0	"San Diego, California"	-117.1625	32.715	0
"effects of rho kinase inhibition on airway and lung tissue inflammation extracellular matrix remodeling and oxidative stress activation in animals with chronic pulmonary inflammation"	2012	0	"San Francisco, California"	-122.429047	37.77986	0
"differentiation of pulmonary inflammation and fibrosis using in vivo t2 weighted mri in bleomycin treated rats"	2009	0	"San Diego, California"	-117.1625	32.715	0
"bacterial distribution and drug resistance in lower respiratory tract disease among the senile patients"	2009	0	"San Diego, California"	-117.1625	32.715	0
"experimental model of papain induced pulmonary emphysema"	2010	0	"New Orleans, Louisiana"	-90.07775	29.9537	0
"pulmonary alveolar proteinosis sjogren s syndrome and pulmonary fibrosis is there a connection"	2010	0	"New Orleans, Louisiana"	-90.07775	29.9537	0
"pulmonary arterial hypertension associated with pulmonary langerhans cell histiocytosis impact of pulmonary hypertension therapy"	2011	2	"Denver, Colorado"	-104.989174	39.73715	2
"systemic mastocytosis in a patient with unusual neck and pleural involvement"	2010	0	"New Orleans, Louisiana"	-90.07775	29.9537	0
"impaired alveolar fluid clearance is not due to decreased expression of alveolar fluid channels in a rodent model of chronic left ventricular dysfunction"	2010	0	"New Orleans, Louisiana"	-90.07775	29.9537	0
"mucoepidermoid carcinoma of the bronchus in a child"	2011	0	"Denver, Colorado"	-104.989174	39.73715	0
"inhaled lps induced lung inflammation in mice is associated with significant changes in lung function"	2009	0	"San Diego, California"	-117.1625	32.715	0
"longitudinal pathological assessment and responsiveness of plastic bronchitis casts to tissue plasminogen activator tpa"	2011	0	"Denver, Colorado"	-104.989174	39.73715	0
"birt hogg dube syndrome report of two novel mutations and a rare tumor of the lung"	2009	0	"San Diego, California"	-117.1625	32.715	0
"unusual presentation of a rare lymphoma nk t cell lymphoma of lungs"	2012	0	"San Francisco, California"	-122.429047	37.77986	0
"role of lox 1 in acute lung inflammation and injury"	2009	0	"San Diego, California"	-117.1625	32.715	0
"segmental one lung lobe broncheo alveolar lavage sbal technique in a rat animal model"	2010	0	"New Orleans, Louisiana"	-90.07775	29.9537	0
"granzyme b positive cells outnumber cd8 cells in small airways of centrilobular emphysema"	2011	0	"Denver, Colorado"	-104.989174	39.73715	0
"cystic fibrosis pigs have altered airway smooth muscle function at birth"	2012	0	"San Francisco, California"	-122.429047	37.77986	0
"neonatal allergen sensitization prevents the ontogenetic increase of vimentin and tissue stiffness in guinea pig airways"	2010	0	"New Orleans, Louisiana"	-90.07775	29.9537	0
"pulmonary alveolar proteinosis in indium exposed workers"	2010	0	"New Orleans, Louisiana"	-90.07775	29.9537	0
"diffuse alveolar hemorrhage in the icu due to propthiouracil induced anca associated vasculitis"	2012	0	"San Francisco, California"	-122.429047	37.77986	0
"proteomics of human lung tissue identifies surfactant protein a sp a as a marker of chronic obstructive pulmonary disease copd"	2009	1	"San Diego, California"	-117.1625	32.715	1
"a novel assay to measure gm csf signaling in clinical blood specimens"	2010	2	"New Orleans, Louisiana"	-90.07775	29.9537	2
"cultured basal airway epithelial cells from asthmatics display baseline gene expression profiles that differ from normal healthy cells and exhibit differential responses to ambient air pollution particles"	2012	1	"San Francisco, California"	-122.429047	37.77986	1
"differential gene expression profiling in pulmonary airways of spontaneously hypertensive rats following acute exposure to tobacco smoke l ho and ke pinkerton university of california davis ca 95616 usa"	2010	0	"New Orleans, Louisiana"	-90.07775	29.9537	0
"steroid resistant remodeling of lymphatics in chronically inflamed airways of mice"	2010	0	"New Orleans, Louisiana"	-90.07775	29.9537	0
"quantitative mri assessment of lung water density in cystic fibrosis cf"	2012	0	"San Francisco, California"	-122.429047	37.77986	0
"fibroblasts from lung transplant patients with bronchiolitis obliterans syndrome demonstrate a matrix invading phenotype"	2010	0	"New Orleans, Louisiana"	-90.07775	29.9537	0
"characterization of exhaled particles from the human lung in airway obstruction"	2012	0	"San Francisco, California"	-122.429047	37.77986	0
"comparison of the diagnostic performance of urine and serum protein biomarkers in ovarian cancer"	2014	0	"Hinan Island, China"	109.768585	19.2065468	0
"diffuse alveolar hemorrhage a rare but fatal complication of cryoglobulinemia in hepatitis c"	2010	0	"New Orleans, Louisiana"	-90.07775	29.9537	0
"prospective laboratory evaluation for collagen vascular disease in patients ultimately diagnosed with non specific interstitial pneumonia"	2010	0	"New Orleans, Louisiana"	-90.07775	29.9537	0
"mechanisms of enhanced lung injury in febrile hyperthermia role of alveolar epithelial apoptosis"	2009	0	"San Diego, California"	-117.1625	32.715	0
"a patient with allergic bronchopulmonary aspergillosis in whom the carcinoembryonic antigen level was a useful marker of disease activity fluctuating in parallel to the serum immunoglobulin e concentration"	2011	0	"Denver, Colorado"	-104.989174	39.73715	0
"lymphoproliferative disorder of the lung"	2011	0	"Denver, Colorado"	-104.989174	39.73715	0
"neutrophil extracellular traps in ischemia reperfusion lung injury"	2012	0	"San Francisco, California"	-122.429047	37.77986	0
"methylprednisolon attenuates pulmonary inflammation in an in vivo model of transfusion related lung injury"	2012	0	"San Francisco, California"	-122.429047	37.77986	0
"the dutch hypothesis revisited interleukin 9 over expression promotes lung emphysema after chronic tobacco smoke exposure"	2012	0	"San Francisco, California"	-122.429047	37.77986	0
"primary synovial sarcoma of the pleura a case report"	2011	0	"Denver, Colorado"	-104.989174	39.73715	0
"exploring the successive waves of cortical folding in the developing brain using mri and spectral analysis of gyrification"	2016	2	"Prague, Czech Republic"	14.4658461	50.0668	2
"is the vascular network discriminant enough to classify renal cell carcinoma"	2016	2	"Bucharest, Romania"	26.10296	44.43429	2
"plasmatreatment induces blood clot formation protein aggregation and hemolysis"	2016	0	"Banff, AB, Canada"	-115.572739	51.17578	0
"extraction of medically interpretable features for classification of malignancy in breast thermography"	2016	20	"Orlando, FL, USA"	-81.37739	28.53823	20
"low frequency ultrasound radiosensitization and therapy response monitoring of tumors an in vivo study"	2016	3	"Orlando, FL, USA"	-81.37739	28.53823	3
"a tool for the quantitative spatial analysis of mammary gland epithelium"	2004	2	"San Francisco, California, USA "	-122.429047	37.77986	2
"validation of a computational b cell lymphoma analysis by flow cytometry data"	2015	2	"Honolulu, HI, USA"	-157.857758	21.30485	2
"identification of the active region of fibulin1 in remodelling and inflammation in lung fibroblasts"	2013	0	"Philadelphia, Pennsylvania"	-75.16245	39.95228	0
"lung nodule classification by jointly using visual descriptors and deep features"	2016	18	"Istanbul, Turkey"	28.9638	41.013	18
"three dimensional pathological analysis of cerebral aneurysm initiation"	2017	0	"Perth, Australia"	115.857407	-31.95264	0
"elucidating the biophysical processes responsible for the chromatic attributes of peripheral cyanosis"	2017	5	"Jeju Island, Korea"	126.533	33.367	5
"kinetic measures for distinguishing vulnerable from stable atherosclerotic plaque with dynamic contrast enhanced mri"	2017	0	"Beijing, China"	116.38765	39.90657	0
"first demonstration of in vivo mueller polarimetrie imaging on human uterine cervix"	2018	0	"San Jose, CA, USA"	-121.9	37.3333321	0
"comparative biology of isolated lung reparative cells"	2009	0	"San Diego, California"	-117.1625	32.715	0
"influence of total body controlled hyperthermic perfusion on levels of heat shock proteins 70 kda in patients with active infective endocarditis"	2019	0	"London, UK"	-0.12721	51.50642	0
"vacuole segmentation and quantification in liver images of wistar rat"	2020	0	"Montréal, Québec, Canada"	-73.55468	45.5124	0
"early detection of amyloid β pathology in alzheimer s disease by molecular mri"	2020	0	"Montréal, Québec, Canada"	-73.55468	45.5124	0
"examining the dynamics of epithelial metaplasia and pouchitis in an ileal pouch with a spatially explicit computational multi scale gut model msgm"	2013	0	"San Diego, USA - United States of America"	-117.1625	32.715	0
"achilles tendinopathy is a troublesome sports related condition involving blood vessel ingrowth into the tendon tissue studies on the adjacent plantaris tendon and the peritendinous connective tissue suggest that tnf alpha can be highly involved in the vascular and tissue changes"	2013	0	"Vilamoura, Algarve, Portugal"	-8.11561	37.07835	0
"non invasive diagnosing malignant melanoma by multi spectral optical nevoscope"	2006	3	"New York, NY, USA"	-74.00712	40.71455	3
"mining hierarchical pathology data using inductive logic programming"	2015	4	"Pavia, Italy"	9.1513	45.19305	4
"simulating neurodegeneration through longitudinal population analysis of structural and diffusion weighted mri data"	2014	17	"Boston"	-71.05674	42.35866	17
"effects of radiotherapy fractionation on breast stromal activity"	2011	1	"Boston, MA, USA"	-71.05674	42.35866	1
"a new method for automatic detection and diagnosis of retinopathy diseases in colour fundus images based on morphology"	2010	16	"Valencia-Spain"	-0.37686	39.46899	16
"the tactile sensation imaging system for embedded lesion characterization"	2013	11	"Shanghai, China"	121.4747	31.25516	11
"peptide based delivery system used for tagging syk tyrosine kinase biomarker in skin cancer and development of a hyperspectral imaging device to detect the biomarker"	2013	0	"Syracuse, NY, USA"	-76.14738	43.05028	0
"evaluating the clinical relevance of force correlated ultrasound"	2014	8	"Beijing"	116.38765	39.90657	8
"expression of the proangiogenic protein hepatoma derived growth factor in neovessels in an arterial venous loop based tissue engineering chamber"	2013	1	"Innsbruck, Austria"	11.3913	47.268	1
"multi push mp acoustic radiation force arf ultrasound for assessing tissue viscoelasticity in vivo"	2012	11	"San Diego, CA, USA"	-117.1625	32.715	11
"influence of medical training on self medication by students"	2008	103	"Sydney, Australia"	151.206955	-33.8696	50
"cortical vascular blood flow pattern by laser speckle imaging"	2005	5	"Shanghai, China"	121.4747	31.25516	5
"quantification of membrane ihc stains through multi spectral imaging"	2012	0	"Barcelona, Spain"	2.16835	41.3875	0
"characterizing white matter connectivity in major depressive disorder automated fiber quantification and maximum density paths"	2014	13	"Beijing"	116.38765	39.90657	13
"stiffness mapping prostate biopsy samples using a tactile sensor"	2011	11	"Boston, MA, USA"	-71.05674	42.35866	11
"articular cartilage tidemark in the murine knee advances with mechanical loading"	2013	1	"Syracuse, NY, USA"	-76.14738	43.05028	1
"automated analysis of cervix images to grade the severity of cancer"	2011	9	"Boston, MA, USA"	-71.05674	42.35866	9
"fluorescence based method for assessment of blood brain barrier disruption"	2013	6	"Osaka, Japan"	135.5016	34.68714	6
"a structure based model analysis of ventilation and contrast gas distribution in the ovine lung"	2011	1	"Denver, Colorado"	-104.989174	39.73715	1
"automatic pathology annotation on medical images a statistical machine translation framework"	2010	5	"Istanbul, Turkey"	28.9638	41.013	5
"characterisation and hepatocyte like differentiation of mesenchymal stem cells derived from adipose tissue of immunodeficient mice"	2012	1	"San Francisco, California"	-122.429047	37.77986	1
"morphological analysis in epidemiological studies using growing and adaptive meshes application to subcortical structures in ad"	2010	0	"Rotterdam, The Netherlands"	4.488615	51.98959	0
"differential count of white blood cell in noisy normal blood smear"	2012	2	"Singapore, Singapore"	103.852	1.29016	2
"proteomic analysis of human testicular interstitial fluid reflects disordered spermatogenesis in klinefelter s syndrome"	2014	0	"Zurich, Switzerland"	8.53956	47.37707	0
"mri biomarkers in neurodegenerative disorders"	2012	0	"Barcelona, Spain"	2.16835	41.3875	0
"in vivo mri study of the visual system in normal developing and injured rodent brains"	2010	3	"Buenos Aires, Argentina"	-58.37349	-34.60851	3
"a statistical modeling approach for tumor type identification in surgical neuropathology using tissue mass spectrometry imaging"	2013	10	"Shanghai, China"	121.4747	31.25516	10
"in vivo imaging of retinal gliosis a platform for diagnosis of pd and screening of anti pd compounds"	2010	6	"Buenos Aires, Argentina"	-58.37349	-34.60851	6
"kimura s disease of the elbow a case report"	2009	0	"Honolulu, Hawaii, USA"	-157.857758	21.30485	0
"opportunities and challenges of biomedical imaging in fetal and neonatal brain disease"	2012	3	"Barcelona, Spain"	2.16835	41.3875	3
"3d ultrasound in assessment of growth and development of frontal lobes in children with perinatal brain injury"	2009	2	"Minneapolis, Minnesota, USA"	-93.26494	44.97902	2
"fundamental image quality parameters of poroelastography"	2011	1	"Chicago, IL, USA"	-87.63245	41.88425	1
"human pulmonary arterial hypertension bone marrow derived cd133 myeloid progenitors induce vascular remodeling in immunodeficient mice"	2011	0	"Denver, Colorado"	-104.989174	39.73715	0
"preliminary investigation of breast tumor detection using cross vivaldi antenna"	2005	9	"Shanghai, China"	121.4747	31.25516	9
"qualitative thermograhic analysis of psoriatic skin lesions"	2004	12	"San Francisco, California, USA "	-122.429047	37.77986	12
"modeling mammary gland morphogenesis as a reaction diffusion process"	2004	8	"San Francisco, California, USA "	-122.429047	37.77986	8
"seasonal pattern in the incidence of enterobacteria detected by multiple component rhythmometry"	1995	0	"Montreal, Canada"	-73.55468	45.5124	0
"detection of intraventricular blood using eit in a neonatal piglet model"	2009	12	"Minneapolis, Minnesota, USA"	-93.26494	44.97902	12
"segmentation of nodular medulloblastoma using random walker and hierarchical normalized cuts"	2011	4	"Troy, NY, USA"	-73.68809	42.73449	4
"colour texture based image analysis method for assessing the hormone receptors status in breast tissue sections"	2007	13	"Lyon, France"	4.82898	45.75939	13
"ontology based malaria parasite stage and species identification from peripheral blood smear images"	2011	6	"Boston, MA, USA"	-71.05674	42.35866	6
"pathminer a web based tool for computer assisted diagnostics in pathology"	2009	59	"Minneapolis, Minnesota, USA"	-93.26494	44.97902	37
"comparison of the deformations of brain tissues caused by tumor in seizure and non seizure patients"	2008	1	"Paris, France"	2.339754	48.8631859	1
"nondestructive testing of the human breast the validity of dynamic stress testing in medical infrared breast imaging"	2004	20	"San Francisco, California, USA "	-122.429047	37.77986	20
"study of the vascular endothelial cell shape change during freezing"	2005	1	"Shanghai, China"	121.4747	31.25516	1
"ultrahigh resolution in vivo versus ex vivo oct imaging and tissue preservation"	2001	0	"Baltimore, MD"	-76.60926	39.29058	0
"survival of rats with n29 brain tumours after irradiation with 5 or 15 gy and immunization with ifn gamma secreting tumour cells"	2008	1	"Sanya, Hainan, China"	109.5007	18.2823486	1
"probing sepsis and acute inflammation using icam 1 specific mspio nanoparticles"	2011	0	"Troy, NY, USA"	-73.68809	42.73449	0
"transdifferentiating potential of the human peripheral blood mononuclear cell transplanted into myocardial infarction model of nude mouse"	2005	0	"Shanghai, China"	121.4747	31.25516	0
"contextual detection of diabetic pathology in wide field retinal angiograms"	2008	10	"Vancouver, BC, Canada"	-123.113358	49.26038	10
"experiment studies of iodinated oil nanometer ferrofluid retention in rabbit liver"	2005	0	"Shanghai, China"	121.4747	31.25516	0
